OptionID,类型号码,名称,说明,最小值,最大值,等级需求,属性等级,AvailableOn,Avgrade,OpMultiple,属性分类
3303,33,bonus_hpmaxp, % HP 最大值,1,4,0,10,49152,3,0,11
253,2,bonus_attdphy, 最终攻击力,3,12,0,10,229376,7,0,4
3403,34,bonus_mpmaxp, % MP 最大值,1,4,0,10,98384,3,0,12
701,7,bonus_attspd, 攻击速度,1,2,0,10,943,3,0,7
2342,23,bonus_resipoiso, 毒抵抗力,2,4,0,10,163328,7,0,9
2142,21,bonus_resiwater, 水抵抗力,2,4,0,10,163328,7,0,9
8102,81,bonus_final_attrate, % 最终攻击成功率,5,8,0,10,98304,6,0,6
8152,81,bonus_final_attrate, % 最终攻击成功率,5,8,0,10,98304,6,0,6
8202,82,bonus_final_attd, % 最终攻击力,5,8,0,10,98304,6,0,4
8302,83,bonus_final_mag, % 魔法攻击力,5,8,0,10,98304,6,0,4
8352,83,bonus_final_mag, % 魔法攻击力,5,8,0,10,98304,6,0,4
8402,84,bonus_final_defrate, % 最终防御成功率,6,12,0,10,65536,6,0,5
8602,86,op_death, % 对残忍怪的攻击效果加强,4,8,0,10,511,3,0,18
8502,85,bonus_final_def, % 最终防御力,2,5,0,10,65536,6,0,4
8252,82,bonus_final_attd, % 最终攻击力,5,8,0,10,98304,6,0,4
2504,25,bonus_firedmg, 火属性攻击,4,6,0,12,431,3,0,10
1103,11,bonus_dex, 敏捷,1,1,0,12,231305,3,0,8
1203,12,bonus_con, 体力,1,1,0,12,261632,3,0,8
3504,35,bonus_weightmax, 负重最大值,19,21,0,12,19968,3,0,13
2604,26,bonus_waterdmg, 水属性攻击,4,6,0,12,431,3,0,10
1003,10,bonus_str, 力量,1,1,0,12,232062,3,0,8
3204,32,bonus_weight, % 负重最大值,5,13,0,12,19968,3,0,13
1403,14,bonus_allatr, 所有能力值,1,1,0,12,231504,3,0,8
403,4,bonus_critic, 必杀技成功率,3,4,0,12,32768,3,0,2
3104,31,bonus_mpmax, MP 最大值,7,11,0,12,235600,3,0,12
4304,43,bonus_hpspd, % HP 恢复力,5,8,0,12,245760,3,0,15
3004,30,bonus_hpmax, HP 最大值,7,11,0,12,247808,3,0,11
1303,13,bonus_int, 智慧,1,1,0,12,235610,3,0,8
2804,28,bonus_poisondmg, 毒属性攻击,4,6,0,12,431,3,0,10
4404,44,bonus_mpspd, % MP 恢复力,5,8,0,12,233552,3,0,16
2704,27,bonus_lightdmg, 电属性攻击,4,6,0,12,431,3,0,10
1304,13,bonus_int, 智慧,1,1,0,15,235610,3,0,8
2443,24,bonus_allresi, 所有抵抗力,3,4,0,15,98304,7,0,9
2343,23,bonus_resipoiso, 毒抵抗力,3,5,0,15,163328,7,0,9
1204,12,bonus_con, 体力,1,1,0,15,261632,3,0,8
1404,14,bonus_allatr, 所有能力值,1,1,0,15,231504,3,0,8
2243,22,bonus_resilight, 闪电抵抗力,3,5,0,15,163328,7,0,9
6603,66,op_mad, %对狂暴怪的攻击效果加强,7,14,0,15,511,3,0,18
4305,43,bonus_hpspd, % HP 恢复力,6,9,0,15,245760,3,0,15
2043,20,bonus_resifire, 火抵抗力,3,5,0,15,163328,7,0,9
7003,70,op_dmgneu, % 攻击无效,1,3,0,15,40960,3,0,19
554,5,bonus_defrate, 最终防御成功率,4,15,0,15,229376,7,0,5
4873,48,bonus_ind_defrate, 防御成功率,3,9,0,15,261632,7,0,1
6703,67,op_elite, % 对怪物的攻击效果加强,4,7,0,15,511,3,0,18
654,6,bonus_def, 最终防御力,4,20,0,15,229376,7,0,4
3005,30,bonus_hpmax, HP 最大值,9,13,0,15,247808,3,0,11
404,4,bonus_critic, 必杀技成功率,4,5,0,15,32768,3,0,2
4573,45,bonus_ind_def, 防御力,3,15,0,15,32256,7,0,2
702,7,bonus_attspd, 攻击速度,1,2,0,15,943,3,0,7
3205,32,bonus_weight, % 负重最大值,6,14,0,15,19968,3,0,13
2805,28,bonus_poisondmg, 毒属性攻击,5,7,0,15,431,3,0,10
3105,31,bonus_mpmax, MP 最大值,9,13,0,15,235600,3,0,12
1004,10,bonus_str, 力量,1,1,0,15,232062,3,0,8
3505,35,bonus_weightmax, 负重最大值,22,24,0,15,19968,3,0,13
254,2,bonus_attdphy, 最终攻击力,4,15,0,15,229376,7,0,4
4405,44,bonus_mpspd, % MP 恢复力,6,9,0,15,233552,3,0,16
154,1,bonus_attrate, 最终攻击成功率,4,15,0,15,229376,7,0,6
2505,25,bonus_firedmg, 火属性攻击,5,7,0,15,431,3,0,10
3404,34,bonus_mpmaxp, % MP 最大值,1,4,0,15,98384,3,0,12
2143,21,bonus_resiwater, 水抵抗力,3,5,0,15,163328,7,0,9
4774,47,bonus_ind_attd, 攻击力,4,12,0,15,431,7,0,2
353,3,bonus_attdmag, 魔法攻击力,3,12,0,15,229456,7,0,4
1104,11,bonus_dex, 敏捷,1,1,0,15,231305,3,0,8
2605,26,bonus_waterdmg, 水属性攻击,5,7,0,15,431,3,0,10
3304,33,bonus_hpmaxp, % HP 最大值,1,4,0,15,49152,3,0,11
6503,65,op_venom, %对暴戾怪的攻击效果加强,7,14,0,15,511,3,0,18
2705,27,bonus_lightdmg, 电属性攻击,5,7,0,15,431,3,0,10
4673,46,bonus_ind_attrate, 攻击成功率,3,9,0,15,229807,7,0,1
8353,83,bonus_final_mag, % 魔法攻击力,6,10,0,15,98304,6,0,4
8203,82,bonus_final_attd, % 最终攻击力,6,10,0,15,98304,6,0,4
8303,83,bonus_final_mag, % 魔法攻击力,6,10,0,15,98304,6,0,4
8153,81,bonus_final_attrate, % 最终攻击成功率,6,10,0,15,98304,6,0,6
8403,84,bonus_final_defrate, % 最终防御成功率,7,13,0,15,65536,6,0,5
8103,81,bonus_final_attrate, % 最终攻击成功率,6,10,0,15,98304,6,0,6
8503,85,bonus_final_def, % 最终防御力,2,5,0,15,65536,6,0,4
8253,82,bonus_final_attd, % 最终攻击力,6,10,0,15,98304,6,0,4
8603,86,op_death, % 对残忍怪的攻击效果加强,5,10,0,15,511,3,0,18
1405,14,bonus_allatr, 所有能力值,1,2,0,18,231504,3,0,8
405,4,bonus_critic, 必杀技成功率,5,6,0,18,32768,3,0,2
4306,43,bonus_hpspd, % HP 恢复力,7,10,0,18,245760,3,0,15
3206,32,bonus_weight, % 负重最大值,7,15,0,18,19968,3,0,13
2606,26,bonus_waterdmg, 水属性攻击,6,8,0,18,431,3,0,10
1005,10,bonus_str, 力量,1,2,0,18,232062,3,0,8
3006,30,bonus_hpmax, HP 最大值,11,15,0,18,247808,3,0,11
4406,44,bonus_mpspd, % MP 恢复力,7,10,0,18,233552,3,0,16
1305,13,bonus_int, 智慧,1,2,0,18,235610,3,0,8
3506,35,bonus_weightmax, 负重最大值,25,27,0,18,19968,3,0,13
2806,28,bonus_poisondmg, 毒属性攻击,6,8,0,18,431,3,0,10
2506,25,bonus_firedmg, 火属性攻击,6,8,0,18,431,3,0,10
2706,27,bonus_lightdmg, 电属性攻击,6,8,0,18,431,3,0,10
1205,12,bonus_con, 体力,1,2,0,18,261632,3,0,8
3106,31,bonus_mpmax, MP 最大值,11,15,0,18,235600,3,0,12
1105,11,bonus_dex, 敏捷,1,2,0,18,231305,3,0,8
2044,20,bonus_resifire, 火抵抗力,4,6,0,20,163328,7,0,9
6504,65,op_venom, %对暴戾怪的攻击效果加强,8,16,0,20,511,3,0,18
3305,33,bonus_hpmaxp, % HP 最大值,3,7,0,20,49152,3,0,11
2144,21,bonus_resiwater, 水抵抗力,4,6,0,20,163328,7,0,9
2344,23,bonus_resipoiso, 毒抵抗力,4,6,0,20,163328,7,0,9
4775,47,bonus_ind_attd, 攻击力,5,15,0,20,431,7,0,2
2444,24,bonus_allresi, 所有抵抗力,4,5,0,20,98304,7,0,9
2244,22,bonus_resilight, 闪电抵抗力,4,6,0,20,163328,7,0,9
4874,48,bonus_ind_defrate, 防御成功率,4,12,0,20,261632,7,0,1
3405,34,bonus_mpmaxp, % MP 最大值,3,7,0,20,98384,3,0,12
6704,67,op_elite, % 对怪物的攻击效果加强,4,8,0,20,511,3,0,18
703,7,bonus_attspd, 攻击速度,1,2,0,20,943,3,0,7
7004,70,op_dmgneu, % 攻击无效,1,3,0,20,40960,3,0,19
555,5,bonus_defrate, 最终防御成功率,5,18,0,20,229376,7,0,5
255,2,bonus_attdphy, 最终攻击力,5,18,0,20,229376,7,0,4
155,1,bonus_attrate, 最终攻击成功率,5,18,0,20,229376,7,0,6
4674,46,bonus_ind_attrate, 攻击成功率,4,12,0,20,229807,7,0,1
6604,66,op_mad, %对狂暴怪的攻击效果加强,8,16,0,20,511,3,0,18
354,3,bonus_attdmag, 魔法攻击力,4,15,0,20,229456,7,0,4
655,6,bonus_def, 最终防御力,5,25,0,20,229376,7,0,4
4574,45,bonus_ind_def, 防御力,4,20,0,20,32256,7,0,2
9417,1100,Mana Compress, +1 魔法压缩 (魔法师),35,35,0,20,233552,7,0,21
9068,1100,Increase Weight, +1 负重增加 (基础),1,1,0,20,133120,7,0,21
9172,1100,Staff Mastery, +1 杖术 (基础),10,10,0,20,131152,7,0,21
9300,1100,Aura, +1 狂暴 (女战士),23,23,0,20,137216,7,0,21
9205,1100,Life UP, +1 提升生命 (圣战士),13,13,0,20,149504,7,0,21
9216,1100,Holy Armor, +1 神圣护甲 (圣战士),14,14,0,20,81920,7,0,21
8254,82,bonus_final_attd, % 最终攻击力,7,12,0,20,98304,6,0,4
9373,1100,Explosion, +1 火球术 (魔法师),31,31,0,20,233552,7,0,21
9139,1100,Range Mastery, +1 箭术 (基础),7,7,0,20,131328,7,0,21
9406,1100,Air Pressure, +1 重力场 (魔法师),34,34,0,20,233552,7,0,21
9128,1100,Twohand Mastery, +1 双手技能 (基础),6,6,0,20,131104,7,0,21
9116,1100,Mana Recharge, +1 魔力恢复 (基础),5,5,0,20,135168,7,0,21
9289,1100,Life Tab, +1 吸血 (女战士),22,22,0,20,131081,7,0,21
9161,1100,Onehand Mastery, +1 单手技能 (基础),9,9,0,20,131215,7,0,21
9150,1100,Shield Mastery, +1 盾防 (基础),8,8,0,20,139264,7,0,21
9194,1100,Minor Healing, +1 治疗 (圣战士),12,12,0,20,143360,7,0,21
9092,1100,Increase Dodge, +1 闪避 (基础),3,3,0,20,132096,7,0,21
9395,1100,Lightning Shock, +1 雷击 (魔法师),33,33,0,20,233552,7,0,21
9278,1100,Haste, +1 附着魔法 (女战士),21,21,0,20,132608,7,0,21
8154,81,bonus_final_attrate, % 最终攻击成功率,7,12,0,20,98304,6,0,6
9384,1100,Ice Prison, +1 冰冻 (魔法师),32,32,0,20,233552,7,0,21
8404,84,bonus_final_defrate, % 最终防御成功率,8,14,0,20,65536,6,0,5
9104,1100,Health Recharge, +1 体力恢复 (基础),4,4,0,20,147456,7,0,21
9183,1100,Magic Weapon, +1 强化魔法 (圣战士),11,11,0,20,131082,7,0,21
9080,1100,Increase Accuracy, +1 精确 (基础),2,2,0,20,131584,7,0,21
9490,1100,Spinning Attack, +1 冲击波 (野蛮人),43,43,0,20,131108,7,0,21
8354,83,bonus_final_mag, % 魔法攻击力,7,12,0,20,98304,6,0,4
9468,1100,Double Attack, +1 双倍攻击 (野蛮人),41,41,0,20,131108,7,0,21
8304,83,bonus_final_mag, % 魔法攻击力,7,12,0,20,98304,6,0,4
9311,1100,Feather Step, +1 凌步 (女战士),24,24,0,20,66560,7,0,21
8204,82,bonus_final_attd, % 最终攻击力,7,12,0,20,98304,6,0,4
9512,1100,Stone Skin, +1 护体石肤 (野蛮人),45,45,0,20,81920,7,0,21
9479,1100,Shout of Angry, +1 怒吼 (野蛮人),42,42,0,20,135200,7,0,21
8504,85,bonus_final_def, % 最终防御力,2,5,0,20,65536,6,0,4
8104,81,bonus_final_attrate, % 最终攻击成功率,7,12,0,20,98304,6,0,6
9501,1100,Wind Blade, +1 风刃 (野蛮人),44,44,0,20,65572,7,0,21
9322,1100,Bind Tentacle, +1 缠绕 (女战士),25,25,0,20,65793,7,0,21
9227,1100,Mirror Defense, +1 荆棘光环 (圣战士),15,15,0,20,90112,7,0,21
8604,86,op_death, % 对残忍怪的攻击效果加强,6,12,0,20,511,3,0,18
3507,35,bonus_weightmax, 负重最大值,28,30,0,21,19968,3,0,13
1406,14,bonus_allatr, 所有能力值,1,2,0,21,231504,3,0,8
4307,43,bonus_hpspd, % HP 恢复力,8,11,0,21,245760,3,0,15
3207,32,bonus_weight, % 负重最大值,8,16,0,21,19968,3,0,13
3007,30,bonus_hpmax, HP 最大值,13,17,0,21,247808,3,0,11
1306,13,bonus_int, 智慧,1,2,0,21,235610,3,0,8
2507,25,bonus_firedmg, 火属性攻击,7,9,0,21,431,3,0,10
2807,28,bonus_poisondmg, 毒属性攻击,7,9,0,21,431,3,0,10
1106,11,bonus_dex, 敏捷,1,2,0,21,231305,3,0,8
4407,44,bonus_mpspd, % MP 恢复力,8,11,0,21,233552,3,0,16
2607,26,bonus_waterdmg, 水属性攻击,7,9,0,21,431,3,0,10
3107,31,bonus_mpmax, MP 最大值,13,17,0,21,235600,3,0,12
406,4,bonus_critic, 必杀技成功率,6,7,0,21,32768,3,0,2
1206,12,bonus_con, 体力,1,2,0,21,261632,3,0,8
2707,27,bonus_lightdmg, 电属性攻击,7,9,0,21,431,3,0,10
1006,10,bonus_str, 力量,1,2,0,21,232062,3,0,8
11005,14,bonus_allatr, 赛斯的祝福,1,2,0,21,0,3,0,8
3008,30,bonus_hpmax, HP 最大值,15,19,0,24,247808,3,0,11
2708,27,bonus_lightdmg, 电属性攻击,8,10,0,24,431,3,0,10
1207,12,bonus_con, 体力,1,2,0,24,261632,3,0,8
1007,10,bonus_str, 力量,1,2,0,24,232062,3,0,8
3208,32,bonus_weight, % 负重最大值,9,17,0,24,19968,3,0,13
4408,44,bonus_mpspd, % MP 恢复力,9,12,0,24,233552,3,0,16
2808,28,bonus_poisondmg, 毒属性攻击,8,10,0,24,431,3,0,10
2608,26,bonus_waterdmg, 水属性攻击,8,10,0,24,431,3,0,10
2508,25,bonus_firedmg, 火属性攻击,8,10,0,24,431,3,0,10
1107,11,bonus_dex, 敏捷,1,2,0,24,231305,3,0,8
3508,35,bonus_weightmax, 负重最大值,31,33,0,24,19968,3,0,13
3108,31,bonus_mpmax, MP 最大值,15,19,0,24,235600,3,0,12
4308,43,bonus_hpspd, % HP 恢复力,9,12,0,24,245760,3,0,15
1307,13,bonus_int, 智慧,1,2,0,24,235610,3,0,8
1407,14,bonus_allatr, 所有能力值,1,2,0,24,231504,3,0,8
407,4,bonus_critic, 必杀技成功率,7,8,0,24,32768,3,0,2
4875,48,bonus_ind_defrate, 防御成功率,5,15,0,25,261632,7,0,1
4575,45,bonus_ind_def, 防御力,5,25,0,25,32256,7,0,2
156,1,bonus_attrate, 最终攻击成功率,6,21,0,25,229376,7,0,6
704,7,bonus_attspd, 攻击速度,1,2,0,25,943,3,0,7
6505,65,op_venom, %对暴戾怪的攻击效果加强,9,18,0,25,511,3,0,18
6605,66,op_mad, %对狂暴怪的攻击效果加强,9,18,0,25,511,3,0,18
256,2,bonus_attdphy, 最终攻击力,6,21,0,25,229376,7,0,4
355,3,bonus_attdmag, 魔法攻击力,5,18,0,25,229456,7,0,4
7005,70,op_dmgneu, % 攻击无效,1,3,0,25,40960,3,0,19
556,5,bonus_defrate, 最终防御成功率,6,21,0,25,229376,7,0,5
2445,24,bonus_allresi, 所有抵抗力,5,6,0,25,98304,7,0,9
2145,21,bonus_resiwater, 水抵抗力,5,7,0,25,163328,7,0,9
2245,22,bonus_resilight, 闪电抵抗力,5,7,0,25,163328,7,0,9
3306,33,bonus_hpmaxp, % HP 最大值,3,7,0,25,49152,3,0,11
656,6,bonus_def, 最终防御力,6,30,0,25,229376,7,0,4
4675,46,bonus_ind_attrate, 攻击成功率,5,15,0,25,229807,7,0,1
4776,47,bonus_ind_attd, 攻击力,6,18,0,25,431,7,0,2
2045,20,bonus_resifire, 火抵抗力,5,7,0,25,163328,7,0,9
2345,23,bonus_resipoiso, 毒抵抗力,5,7,0,25,163328,7,0,9
3406,34,bonus_mpmaxp, % MP 最大值,3,7,0,25,98384,3,0,12
6705,67,op_elite, % 对怪物的攻击效果加强,5,9,0,25,511,3,0,18
8155,81,bonus_final_attrate, % 最终攻击成功率,8,14,0,25,98304,6,0,6
8405,84,bonus_final_defrate, % 最终防御成功率,9,15,0,25,65536,6,0,5
8605,86,op_death, % 对残忍怪的攻击效果加强,7,14,0,25,511,3,0,18
8505,85,bonus_final_def, % 最终防御力,4,10,0,25,65536,6,0,4
8255,82,bonus_final_attd, % 最终攻击力,8,14,0,25,98304,6,0,4
8355,83,bonus_final_mag, % 魔法攻击力,8,14,0,25,98304,6,0,4
8305,83,bonus_final_mag, % 魔法攻击力,8,14,0,25,98304,6,0,4
8205,82,bonus_final_attd, % 最终攻击力,8,14,0,25,98304,6,0,4
8105,81,bonus_final_attrate, % 最终攻击成功率,8,14,0,25,98304,6,0,6
1008,10,bonus_str, 力量,1,2,0,27,232062,3,0,8
3009,30,bonus_hpmax, HP 最大值,17,21,0,27,247808,3,0,11
3109,31,bonus_mpmax, MP 最大值,17,21,0,27,235600,3,0,12
1308,13,bonus_int, 智慧,1,2,0,27,235610,3,0,8
2809,28,bonus_poisondmg, 毒属性攻击,9,11,0,27,431,3,0,10
4409,44,bonus_mpspd, % MP 恢复力,10,13,0,27,233552,3,0,16
2609,26,bonus_waterdmg, 水属性攻击,9,11,0,27,431,3,0,10
3509,35,bonus_weightmax, 负重最大值,34,36,0,27,19968,3,0,13
4309,43,bonus_hpspd, % HP 恢复力,10,13,0,27,245760,3,0,15
1208,12,bonus_con, 体力,1,2,0,27,261632,3,0,8
1408,14,bonus_allatr, 所有能力值,1,2,0,27,231504,3,0,8
2709,27,bonus_lightdmg, 电属性攻击,9,11,0,27,431,3,0,10
1108,11,bonus_dex, 敏捷,1,2,0,27,231305,3,0,8
408,4,bonus_critic, 必杀技成功率,8,9,0,27,32768,3,0,2
2509,25,bonus_firedmg, 火属性攻击,9,11,0,27,431,3,0,10
3209,32,bonus_weight, % 负重最大值,10,18,0,27,19968,3,0,13
3510,35,bonus_weightmax, 负重最大值,37,39,0,30,19968,3,0,13
4410,44,bonus_mpspd, % MP 恢复力,11,14,0,30,233552,3,0,16
3210,32,bonus_weight, % 负重最大值,11,19,0,30,19968,3,0,13
705,7,bonus_attspd, 攻击速度,1,2,0,30,943,3,0,7
3110,31,bonus_mpmax, MP 最大值,19,23,0,30,235600,3,0,12
2810,28,bonus_poisondmg, 毒属性攻击,10,12,0,30,431,3,0,10
356,3,bonus_attdmag, 魔法攻击力,6,21,0,30,229456,7,0,4
4876,48,bonus_ind_defrate, 防御成功率,6,18,0,30,261632,7,0,1
4676,46,bonus_ind_attrate, 攻击成功率,6,18,0,30,229807,7,0,1
557,5,bonus_defrate, 最终防御成功率,7,24,0,30,229376,7,0,5
4576,45,bonus_ind_def, 防御力,6,30,0,30,32256,7,0,2
657,6,bonus_def, 最终防御力,7,35,0,30,229376,7,0,4
3010,30,bonus_hpmax, HP 最大值,19,23,0,30,247808,3,0,11
409,4,bonus_critic, 必杀技成功率,9,10,0,30,32768,3,0,2
3407,34,bonus_mpmaxp, % MP 最大值,3,7,0,30,98384,3,0,12
1109,11,bonus_dex, 敏捷,1,1,0,30,231305,3,0,8
6506,65,op_venom, %对暴戾怪的攻击效果加强,10,20,0,30,511,3,0,18
257,2,bonus_attdphy, 最终攻击力,7,24,0,30,229376,7,0,4
2510,25,bonus_firedmg, 火属性攻击,10,12,0,30,431,3,0,10
1209,12,bonus_con, 体力,1,1,0,30,261632,3,0,8
3307,33,bonus_hpmaxp, % HP 最大值,3,7,0,30,49152,3,0,11
6706,67,op_elite, % 对怪物的攻击效果加强,5,10,0,30,511,3,0,18
2346,23,bonus_resipoiso, 毒抵抗力,6,8,0,30,163328,7,0,9
2446,24,bonus_allresi, 所有抵抗力,6,7,0,30,98304,7,0,9
6606,66,op_mad, %对狂暴怪的攻击效果加强,10,20,0,30,511,3,0,18
2246,22,bonus_resilight, 闪电抵抗力,6,8,0,30,163328,7,0,9
1409,14,bonus_allatr, 所有能力值,1,1,0,30,231504,3,0,8
2146,21,bonus_resiwater, 水抵抗力,6,8,0,30,163328,7,0,9
157,1,bonus_attrate, 最终攻击成功率,7,24,0,30,229376,7,0,6
